Bus,x,y
way/210745193-220,14.166639022574504,45.137590945224346
way/211180338-380,9.794259613680678,45.15425179958629
way/211907009-220,9.539174169987046,46.97740801367356
way/212498548-220,9.433915754652878,46.53031367989957
way/212722603-220,7.557798354135443,46.28703669094423
way/212722603-380,7.558120743344406,46.287104640458736
way/214294769-220,11.762889015076214,46.06693681835169
way/219909160-220,10.054120948657769,46.96895964696972
way/219909161-220,9.874342440549391,47.08484051332226
way/222427976-220,12.534273165142704,41.91096040007918
way/228003081-220,7.956552648739204,46.08382669235195
way/234983117-220,7.24930069311096,46.18537024748695
way/234983117-380,7.24956523802473,46.18556822956354
way/236661269-380,9.131776334073976,45.34471815620407
way/236819191-220,7.874670880383293,46.23792888408876
way/238138373-380,6.901599807471635,46.06616621154536
way/240959264-220,8.234673974902828,46.70230574117003
way/251735977-220,17.264451011211023,44.32863795543143
way/255011550-380,9.013070301051638,39.08194569024564
way/257351439-380,15.32852182995438,40.97481246040685
way/260211728-225,6.949838605733583,46.05089610008964
way/260211728-380,6.949912590051687,46.051124415887045
way/26166640-220,7.514156755946366,46.77860782197829
way/265745327-225,7.318974304132547,43.74717454773523
way/273326173-220,15.105276725972995,44.99301484758882
way/273536873-225,6.7910563576011365,45.61963186463411
way/281800404-220,8.749245388247422,46.19777844018417
way/281803398-220,8.9793979537339,46.333583205772456
way/281804158-220,9.21277587292742,46.340257020596965
way/281804158-380,9.213048291249896,46.34045008010711
way/281815404-220,8.912252581670895,46.16202113516975
way/281822905-220,8.612626559833338,46.41143533663726
way/288149641-220,9.222806669204472,45.46032554593754
way/289178949-220,11.006073797821363,45.42847492171852
way/296141722-220,8.466551146815176,44.31865467701494
way/303915533-220,8.999764236868693,39.22802176609884
way/303915533-380,9.000005515989272,39.22821648844636
way/303965869-380,16.465211866812854,38.86878250185528
way/309371152-220,7.672759606813172,45.07057411385964
way/309371153-220,7.646339072429528,45.03172242513181
way/321724202-380,17.751448280063077,40.39774760667379
way/335012182-220,8.429310511154027,45.18544850420357
way/338453112-380,11.183279495761782,44.54369790179143
way/338753171-380,15.198633004853098,37.13099188952819
way/338760116-380,16.85045655406831,40.667518415244736
way/338790588-380,16.202390968086664,40.26895513660013
way/338792752-380,15.387158558882929,41.588376505901344
way/338795626-380,15.47242669160705,41.21928908530814
